system:index,Aspect,Aspect_Cos,Aspect_Sin,B11,B11_B12_NormDiff,B12,B2,B3,B4,B4_B2_NormDiff,B5,B6,B7,B8,B8A,B8_B12_NormDiff,Clay_Alteration_Index,Elevation,Ferrous_Index,Iron_Oxide_Index,NBR,NDMI,NDRE,NDVI,NIR_Red_Ratio,NIR_SWIR2_Ratio,Red_Green_Ratio,SWIR_Green_Ratio,SWIR_NIR_Ratio,SWIR_Ratio,SWIR_Red_Ratio,Slope,VH,VV,VV_VH_Difference,latitude,longitude,tile,.geo
10,279.0,0.15643446,-0.98768836,0.2913,0.12135502,0.22825,0.0929,0.1189,0.15135,0.23930399,0.1814,0.2234,0.24405,0.25515,0.2663,0.055647496,1.2756733,39.0,1.141234,1.6274194,0.055647496,-0.06615427,0.18963592,0.25535056,1.6847144,1.1173637,1.2718488,2.447899,1.141234,0.7832876,1.9234071,0.0,-19.00034,-11.87703,7.1233096,21.604482583074493,70.2033394539406,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.2033394539406,21.604482583074493]}"
11,300.0,0.5,-0.8660254,0.24985,0.104187384,0.2027,0.0637,0.08565,0.1159,0.29064587,0.1418,0.1762,0.1942,0.20385,0.21485,0.0028286804,1.232002,78.0,1.2250552,1.8166144,0.0028286804,-0.10138858,0.20482266,0.27505863,1.7573276,1.0051775,1.3516035,2.9137027,1.2250552,0.8109622,2.1538794,0.0,-18.027126,-10.712424,7.3147025,21.604482583074493,70.29317098235255,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.29317098235255,21.604482583074493]}"
12,237.0,-0.54463905,-0.83867055,0.20775,0.15931919,0.15065,0.06315,0.08445,0.10245,0.23731884,0.13265,0.18955,0.21775,0.23235,0.23825,0.21331593,1.3781095,59.0,0.8937406,1.6197629,0.21331593,0.055896387,0.28471285,0.38799283,2.265724,1.5412935,1.211709,2.457126,0.8937406,0.72480154,2.025841,0.0,-19.184889,-12.141832,7.043056,21.604482583074493,70.38300251076451,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.38300251076451,21.604482583074493]}"
13,335.0,0.9063078,-0.42261827,0.2401,0.10721697,0.1936,0.0543,0.0826,0.10175,0.30406922,0.1354,0.1975,0.2212,0.22905,0.2399,0.083875544,1.2395457,73.0,1.0477853,1.8704044,0.083875544,-0.023553235,0.2784439,0.38482466,2.2488954,1.1824987,1.2303506,2.9032648,1.0477853,0.805995,2.3573883,0.0,-18.271635,-10.983216,7.2884183,21.604482583074493,70.47283403917646,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.47283403917646,21.604482583074493]}"
14,345.0,0.9659258,-0.25881904,0.23295,0.1118005,0.1861,0.06,0.08215,0.11265,0.3049522,0.1368,0.19285,0.21385,0.23115,0.23715,0.107968844,1.2510741,93.0,1.0073514,1.874376,0.107968844,-0.0038784745,0.26835138,0.34467715,2.0501108,1.241407,1.3696048,2.832219,1.0073514,0.79854107,2.0660753,1.0,-18.64456,-11.793917,6.850643,21.604482583074493,70.56266556758841,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.56266556758841,21.604482583074493]}"
15,327.0,0.83867055,-0.54463905,0.1967,0.07943477,0.16775,0.05395,0.0791,0.11215,0.35039133,0.135,0.1663,0.1805,0.1874,0.1962,0.055328734,1.1718796,135.0,1.0490667,2.0749307,0.055328734,-0.024212444,0.18478261,0.25121015,1.6694877,1.1164731,1.4160353,2.4835858,1.0490667,0.8523882,1.7523385,0.0,-19.400398,-11.208909,8.19149,21.604482583074493,70.74232862441231,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.74232862441231,21.604482583074493]}"
16,305.0,0.57357645,-0.81915206,0.2219,0.09095378,0.1849,0.0623,0.0825,0.11035,0.27830872,0.13305,0.17315,0.1937,0.2076,0.21595,0.057834394,1.1994594,169.0,1.0683678,1.7684295,0.057834394,-0.03329453,0.23753582,0.3058657,1.8795835,1.1221621,1.3359565,2.6864407,1.0683678,0.8328829,2.009054,0.0,-18.661514,-11.218706,7.4428077,21.604482583074493,70.92199168123622,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.92199168123622,21.604482583074493]}"
17,174.0,-0.9945219,0.104528464,0.2069,0.1156646,0.164,0.05666667,0.073875,0.098233335,0.26834518,0.118675,0.1468,0.16465,0.178875,0.18655,0.04338316,1.2608166,170.0,1.1560274,1.7304757,0.04338316,-0.07264597,0.22237693,0.29101133,1.8190678,1.0900365,1.3279262,2.7968907,1.1560274,0.79227054,2.1040678,0.0,-19.781197,-10.6833725,9.097823,21.604482583074493,71.01182320964817,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.01182320964817,21.604482583074493]}"
18,162.0,-0.95105654,0.309017,0.2591,0.10313997,0.21065,0.0837,0.11275,0.14445,0.2662722,0.17335,0.2171,0.24125,0.2533,0.2606,0.09192801,1.2294188,130.0,1.0224941,1.723747,0.09192801,-0.0113192815,0.20106003,0.27366436,1.7523348,1.201898,1.2800177,2.295968,1.0224941,0.8126929,1.7924594,0.0,-17.9676,-10.966511,7.0010896,21.604482583074493,71.19148626647208,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.19148626647208,21.604482583074493]}"
19,134.0,-0.6946584,0.7193398,0.2435,0.13045497,0.1873,0.066866666,0.088,0.113,0.2564863,0.14346667,0.2072,0.2358,0.24705,0.2602,0.13756187,1.2993597,117.0,0.98523164,1.6874067,0.13756187,0.007236775,0.28918248,0.3723094,2.18435,1.3183031,1.2826334,2.7639046,0.98523164,0.7688834,2.152962,0.0,-18.495874,-10.732447,7.7634273,21.604482583074493,71.37114932329598,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.37114932329598,21.604482583074493]}"
20,351.0,0.98768836,-0.15643446,0.1818,0.10617585,0.1469,0.0498,0.06415,0.0898,0.28653294,0.1124,0.13815,0.156,0.16413334,0.1736,0.05540671,1.2367347,100.0,1.1069616,1.7995992,0.05540671,-0.05106957,0.21398601,0.29272774,1.8257324,1.1165533,1.3976654,2.829572,1.1069616,0.8075866,2.0222468,0.0,-18.664223,-10.277028,8.387196,21.604482583074493,71.55081238011988,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.55081238011988,21.604482583074493]}"
21,353.0,0.99254614,-0.12186934,0.2655,0.10809683,0.2137,0.0708,0.0947,0.1179,0.24960254,0.1485,0.1914,0.2181,0.2326,0.2436,0.042348195,1.2418147,106.0,1.140954,1.6629055,0.042348195,-0.06605099,0.24254017,0.3272468,1.9711864,1.0879327,1.243671,2.800633,1.140954,0.8045934,2.25,0.0,-18.216543,-10.621451,7.595091,21.604482583074493,71.64064390853184,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.64064390853184,21.604482583074493]}"
22,24.0,0.9135454,0.40673664,0.2219,0.1394095,0.1676,0.0569,0.0772,0.1015,0.28156567,0.1275,0.1593,0.1793,0.1871,0.2011,0.054976035,1.3231962,103.0,1.1853633,1.7807018,0.054976035,-0.08508558,0.22398052,0.2966043,1.8415354,1.1156827,1.313066,2.8706338,1.1853633,0.75495493,2.184055,0.0,-17.789133,-10.351555,7.4375787,21.604482583074493,71.73047543694379,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.73047543694379,21.604482583074493]}"
23,351.0,0.98768836,-0.15643446,0.2228,0.10215187,0.1815,0.06,0.0829,0.1089,0.2895204,0.1372,0.1827,0.2039,0.2135,0.2227,0.08101266,1.2268722,104.0,1.0430712,1.81198,0.08101266,-0.021315608,0.237566,0.3244417,1.9587156,1.1756608,1.3120482,2.6843374,1.0430712,0.8142665,2.0440366,0.0,-19.126701,-11.437321,7.6893806,21.604482583074493,71.82030696535574,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.82030696535574,21.604482583074493]}"
24,1.0,0.9998477,0.017452406,0.2139,0.09551857,0.1766,0.0553,0.0832,0.1252,0.3872576,0.1507,0.1707,0.1896,0.1993,0.2034,0.0603884,1.2105263,98.0,1.0727181,2.2599277,0.0603884,-0.03533398,0.14882801,0.22835131,1.5905826,1.1279004,1.5030012,2.5678272,1.0727181,0.82523364,1.7071029,0.0,-19.693134,-11.18762,8.505514,21.604482583074493,71.99997002217964,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.99997002217964,21.604482583074493]}"
25,78.0,0.20791169,0.9781476,0.22255,0.14113575,0.1675,0.07074,0.09465,0.1164,0.24398845,0.1524,0.207475,0.23246667,0.2369,0.2469,0.17161226,1.3278639,19.0,0.9390295,1.6431395,0.17161226,0.031232996,0.23666416,0.3410699,2.0334764,1.4134845,1.2284961,2.3488126,0.9390295,0.7523018,1.9103004,0.0,-17.03238,-9.454993,7.5773864,21.604482583074493,72.2694646074155,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.2694646074155,21.604482583074493]}"
26,90.0,6.123234E-17,1.0,0.0731,0.14129587,0.055,0.0693,0.0952,0.11146667,0.23326571,0.129025,0.1294,0.138,0.13415,0.1323,0.41845095,1.3266788,0.0,0.5445065,1.6061479,0.41845095,0.2945718,0.012532287,0.092352584,1.2024201,2.4346642,1.1696397,0.7670514,0.5445065,0.75136614,0.6552136,0.0,-33.63632,-21.30485,12.331469,21.604482583074493,72.35929613582745,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.35929613582745,21.604482583074493]}"
27,270.0,-1.8369701E-16,-1.0,0.016877778,0.07806955,0.014433334,0.08342632,0.10758889,0.124070585,0.19587894,0.1370923,0.10452,0.106,0.09991818,0.08713,0.747562,1.161315,0.0,0.1687471,1.4854071,0.747562,0.710987,-0.22282487,-0.10782865,0.80468476,6.8751044,1.1521206,0.1567272,0.1687471,0.8501309,0.13592412,0.0,-33.956047,-22.935226,11.020822,21.604482583074493,72.44912766423941,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.44912766423941,21.604482583074493]}"
28,189.0,-0.98768836,-0.15643446,0.022675,0.115719184,0.017971428,0.0827,0.1078,0.13165,0.22836483,0.1409,0.11075,0.1177,0.10665,0.09635,0.7115837,1.2547431,1.0,0.21241218,1.5899758,0.7115837,0.64933306,-0.18777661,-0.10490978,0.80948764,5.901581,1.2201113,0.21014829,0.21241218,0.7890858,0.17210627,0.0,-32.036892,-22.549604,9.487286,21.604482583074493,72.53895919265136,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.53895919265136,21.604482583074493]}"
29,245.0,-0.42261827,-0.9063078,0.17,0.09795479,0.13966666,0.0614,0.08385,0.1011,0.2443077,0.123,0.1371,0.14765,0.1478,0.1602,0.028293135,1.2163129,4.0,1.1494253,1.6439024,0.028293135,-0.06985526,0.13135593,0.18762556,1.4604743,1.0574768,1.2042882,2.0250149,1.1494253,0.82108563,1.6798419,0.0,-20.764061,-11.923542,8.840518,21.604482583074493,72.71862224947526,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71862224947526,21.604482583074493]}"
30,299.0,0.4848096,-0.8746197,0.28825,0.049040124,0.2613,0.09228889,0.12468571,0.15833333,0.2635219,0.1805,0.19114286,0.2063,0.21296667,0.22246666,-0.10191172,1.1027161,7.0,1.352863,1.7137703,-0.10191172,-0.15020117,0.10414426,0.14714068,1.3442037,0.8147156,1.2688419,2.30996,1.352863,0.9061904,1.8193772,0.0,-22.756405,-14.058569,8.697836,21.604482583074493,72.80845377788721,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.80845377788721,21.604482583074493]}"
31,287.0,0.2923717,-0.9563047,0.193825,0.1619333,0.1398,0.05322,0.079,0.08606666,0.2358206,0.1188,0.1868,0.2128,0.2187,0.2293,0.22008368,1.3854539,10.0,0.88585466,1.6141535,0.22008368,0.060299374,0.31743753,0.4351963,2.5381045,1.5632595,1.0880742,2.4503794,0.88585466,0.72089726,2.2494197,0.0,-16.45256,-9.424369,7.028192,21.604482583074493,72.89828530629917,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.89828530629917,21.604482583074493]}"
32,317.0,0.7313537,-0.6819984,0.21355,0.14550087,0.1593,0.06122353,0.0800579,0.09754445,0.22876726,0.12922858,0.18046667,0.20593333,0.212275,0.22211666,0.1425688,1.3397114,23.0,1.0055326,1.5906528,0.1425688,-0.0029941876,0.2643784,0.37031424,2.1739588,1.3317127,1.2169038,2.6641169,1.0055326,0.74561197,2.1870165,0.0,-18.060215,-10.493727,7.5664883,21.604482583074493,73.07794836312307,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.07794836312307,21.604482583074493]}"
33,279.0,0.15643446,-0.98768836,0.21485,0.16213658,0.1549,0.0571,0.0795,0.0909,0.22837839,0.12435,0.1853,0.21025,0.21845,0.2284,0.17021562,1.386129,50.0,0.98307025,1.5891608,0.17021562,0.0083083315,0.2949681,0.41231614,2.4005494,1.4093548,1.1419598,2.6991205,0.98307025,0.72063273,2.360989,0.0,-16.573763,-9.701307,6.8724556,21.604482583074493,73.16777989153502,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.16777989153502,21.604482583074493]}"
34,267.0,-0.052335955,-0.9986295,0.2983,0.14554532,0.2225,0.056,0.078,0.1133,0.33845246,0.1419,0.1665,0.1868,0.2038,0.2177,-0.043865822,1.3400719,208.0,1.462972,2.0196078,-0.043865822,-0.18820952,0.21078977,0.28539893,1.7971781,0.91554356,1.4507042,3.8194623,1.462972,0.74564344,2.6305115,0.0,-16.813343,-10.371656,6.441685,21.604482583074493,73.61693753359478,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.61693753359478,21.604482583074493]}"
35,220.0,-0.76604444,-0.64278764,0.294,0.16945107,0.2088,0.06195,0.09015,0.12465,0.33601287,0.1675,0.2153,0.241,0.25755,0.27085,0.10453522,1.407372,517.0,1.1410829,2.008864,0.10453522,-0.066086486,0.23577051,0.3477237,2.064529,1.2328866,1.3811635,3.2576177,1.1410829,0.7099626,2.3567135,1.0,-16.808903,-9.679078,7.1298246,21.604482583074493,73.79660059041869,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.79660059041869,21.604482583074493]}"
36,189.0,-0.98768836,-0.15643446,0.32355,0.15522628,0.2366,0.0732,0.10505,0.15145,0.34831962,0.1912,0.22485,0.2467,0.2616,0.2742,0.05018065,1.3669201,512.0,1.2363393,2.0661664,0.05018065,-0.10587029,0.17834121,0.26667473,1.726163,1.1051965,1.4403234,3.0770328,1.2363393,0.7310366,2.134939,1.0,-16.889364,-8.236234,8.653131,21.604482583074493,73.88643211883064,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.88643211883064,21.604482583074493]}"
37,172.0,-0.99026805,0.1391731,0.2915,0.17896865,0.203,0.06595,0.0922,0.1289,0.32306904,0.16975,0.21375,0.24085,0.25995,0.273,0.12301544,1.4352536,554.0,1.1209383,1.9515519,0.12301544,-0.057212804,0.23320158,0.3370194,2.0151162,1.2799114,1.396533,3.1581798,1.1209383,0.6961591,2.2596898,2.0,-11.603168,-3.6013923,8.001776,21.604482583074493,73.97626364724259,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.97626364724259,21.604482583074493]}"
38,158.0,-0.92718387,0.37460658,0.2046,0.17891097,0.1425,0.0532,0.0738,0.0792,0.19637462,0.1163,0.1931,0.2218,0.2349,0.2401,0.24483307,1.4347826,289.0,0.8706383,1.4859287,0.24483307,0.06894198,0.34736252,0.495702,2.962169,1.6472651,1.0717186,2.7686062,0.8706383,0.6961407,2.5800757,2.0,-17.189835,-9.455938,7.733897,21.604482583074493,74.1559267040665,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1559267040665,21.604482583074493]}"
39,165.0,-0.9659258,0.25881904,0.1886,0.17544407,0.1323,0.054,0.0748,0.0791,0.18858002,0.1188,0.2002,0.2308,0.2358,0.2489,0.2811736,1.4244713,199.0,0.7994913,1.4621072,0.2811736,0.11121584,0.35382104,0.4976183,2.9772727,1.7809668,1.0560747,2.518024,0.7994913,0.70111287,2.381313,2.0,-16.422523,-8.912303,7.5102215,21.604482583074493,74.24575823247845,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.24575823247845,21.604482583074493]}"
40,204.0,-0.9135454,-0.40673664,0.193,0.18988903,0.1314,0.0534,0.0796,0.092,0.26547456,0.1294,0.2333,0.2812,0.2897,0.2978,0.3759202,1.4676806,185.0,0.6659765,1.7196262,0.3759202,0.20033146,0.39419475,0.517946,3.145494,2.2030418,1.1543287,2.421581,0.6659765,0.6804764,2.0955484,0.0,-15.846253,-8.282202,7.564051,21.604482583074493,74.51525281771431,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.51525281771431,21.604482583074493]}"
41,238.0,-0.52991927,-0.8480481,0.196,0.13458756,0.1495,0.0566,0.0815,0.1038,0.29426435,0.1334,0.1908,0.2148,0.2287,0.2331,0.209413,1.3101604,201.0,0.8566434,1.8306879,0.209413,0.07699553,0.27203274,0.3756391,2.201155,1.5287433,1.2720588,2.4019608,0.8566434,0.7623661,1.8864293,0.0,-18.945189,-10.71116,8.23403,21.604482583074493,74.60508434612626,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.60508434612626,21.604482583074493]}"
42,266.0,-0.06975647,-0.9975641,0.2342,0.16866267,0.1666,0.0588,0.0879,0.1127,0.31428573,0.1477,0.2052,0.2309,0.2418,0.2521,0.1841332,1.404919,244.0,0.9681687,1.9134126,0.1841332,0.015966387,0.26113057,0.3641749,2.143617,1.4505099,1.2806818,2.6613636,0.9681687,0.7110542,2.076241,0.0,-18.938354,-12.196884,6.7414694,21.604482583074493,74.69491587453821,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.69491587453821,21.604482583074493]}"
43,273.0,0.052335955,-0.9986295,0.2283,0.13356504,0.1745,0.0566,0.0918,0.1233,0.37076154,0.1531,0.1855,0.2048,0.2146,0.22,0.10305834,1.3075601,290.0,1.0633442,2.1746032,0.10305834,-0.03093249,0.17930849,0.2701983,1.7390599,1.2290951,1.3416758,2.484222,1.0633442,0.7640105,1.8500811,1.0,-19.244661,-11.873107,7.3715553,21.604482583074493,74.78474740295016,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78474740295016,21.604482583074493]}"
44,235.0,-0.57357645,-0.81915206,0.3224,0.157007,0.2349,0.0602,0.0918,0.1399,0.39830086,0.1749,0.2045,0.2272,0.2448,0.26,0.020637898,1.3719149,527.0,1.3164557,2.3200665,0.020637898,-0.13681242,0.19567716,0.27268,1.7485714,1.0417022,1.5223068,3.508161,1.3164557,0.7283721,2.3028572,1.0,-17.836943,-10.396954,7.4399886,21.604482583074493,74.87457893136211,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.87457893136211,21.604482583074493]}"
45,66.0,0.40673664,0.9135454,0.2255,0.1373093,0.17105,0.05665,0.0885,0.10925,0.31705847,0.13955,0.20275,0.2327,0.24325,0.2485,0.17426986,1.3175577,454.0,0.92664886,1.9251101,0.17426986,0.037866667,0.2807628,0.38014185,2.2245085,1.4212679,1.23307,2.5451467,0.92664886,0.75820035,2.0621855,0.0,-18.583994,-10.791762,7.792232,21.604482583074493,75.14407351659797,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14407351659797,21.604482583074493]}"
46,0.0,1.0,0.0,0.01590909,0.0673986,0.0139,0.0508,0.0435,0.02454,-0.3485532,0.025066666,0.02268,0.02165,0.01948,0.02102857,0.16716596,1.1363636,0.0,0.8125174,0.4821218,0.16716596,0.100904234,-0.08760331,-0.11494775,0.79058444,1.3914286,0.56284404,0.36488742,0.8125174,0.8682567,0.6456612,0.0,-33.45169,-18.966555,14.485134,21.69431411148644,69.03552958458522,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.03552958458522,21.69431411148644]}"
47,0.0,1.0,0.0,0.0102,0.030303031,0.0096,0.0454,0.0377,0.0201,-0.38625956,0.0195,0.0149,0.0149,0.0145,0.0131,0.2033195,1.0515463,0.0,0.69863015,0.44175825,0.2033195,0.17408907,-0.19631901,-0.1618497,0.7178218,1.4948454,0.53174603,0.26984128,0.69863015,0.93203884,0.5049505,0.0,-33.2413,-18.84941,14.39189,21.69431411148644,69.12536111299718,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.12536111299718,21.69431411148644]}"
48,0.0,1.0,0.0,0.0102,0.06806283,0.0089,0.0492,0.0421,0.0227,-0.36856747,0.0209,0.0153,0.0151,0.0146,0.0133,0.24255319,1.1333333,0.0,0.6938776,0.46044624,0.24255319,0.17741935,-0.22222222,-0.21715818,0.6403509,1.6222222,0.5379147,0.24170616,0.6938776,0.8640777,0.4473684,0.0,-32.60067,-18.835829,13.764843,21.69431411148644,69.21519264140913,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.21519264140913,21.69431411148644]}"
49,0.0,1.0,0.0,0.0105,0.11111111,0.0084,0.0508,0.0497,0.026,-0.32291666,0.0209,0.0153,0.0153,0.0149,0.0129,0.27896994,1.2352941,0.0,0.7,0.5108055,0.27896994,0.17322835,-0.2366864,-0.27139366,0.57088125,1.7529411,0.52208835,0.21084337,0.7,0.7924528,0.40229884,0.0,-31.53943,-18.726131,12.8133,21.69431411148644,69.30502416982108,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.30502416982108,21.69431411148644]}"
50,200.0,-0.9396926,-0.34202015,0.0107,0.10880829,0.0086,0.0576,0.0555,0.0295,-0.32261768,0.0254,0.0166,0.0168,0.0161,0.0134,0.30364373,1.2298851,0.0,0.66049385,0.51126516,0.30364373,0.20149253,-0.30927834,-0.29385966,0.5439189,1.8505747,0.5305755,0.19244604,0.66049385,0.7962963,0.3614865,0.0,-29.884743,-19.615738,10.269005,21.69431411148644,69.39485569823303,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.39485569823303,21.69431411148644]}"
