system:index,Aspect,Aspect_Cos,Aspect_Sin,B11,B11_B12_NormDiff,B12,B2,B3,B4,B4_B2_NormDiff,B5,B6,B7,B8,B8A,B8_B12_NormDiff,Clay_Alteration_Index,Elevation,Ferrous_Index,Iron_Oxide_Index,NBR,NDMI,NDRE,NDVI,NIR_Red_Ratio,NIR_SWIR2_Ratio,Red_Green_Ratio,SWIR_Green_Ratio,SWIR_NIR_Ratio,SWIR_Ratio,SWIR_Red_Ratio,Slope,VH,VV,VV_VH_Difference,latitude,longitude,tile,.geo
10,0.0,1.0,0.0,0.0148,0.0609319,0.0131,0.0331,0.0228,0.0172,-0.31610337,0.0206,0.0185,0.0178,0.0139,0.0155,0.02962963,1.1212121,0.0,1.0571429,0.5180723,0.02962963,-0.031358887,-0.14127424,-0.10610932,0.8034682,1.0530303,0.7510917,0.6462882,1.0571429,0.8791946,0.85549134,0.0,-31.245432,-22.807478,8.437955,6.1534596962187225,93.46970531263621,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.46970531263621,6.1534596962187225]}"
11,0.0,1.0,0.0,0.0201,0.010050251,0.0197,0.0389,0.0266,0.0207,-0.30536914,0.0258,0.0227,0.0227,0.0189,0.0198,-0.020725388,1.0151515,0.0,1.0578947,0.5307692,-0.020725388,-0.03076923,-0.13157895,-0.045454547,0.90865386,0.95454544,0.7752809,0.752809,1.0578947,0.9752475,0.96634614,0.0,-36.42406,-22.532518,13.891542,6.1534596962187225,93.82903142628402,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.82903142628402,6.1534596962187225]}"
12,0.0,1.0,0.0,0.0679,0.062182244,0.05995,0.0796,0.07355,0.0694,-0.068456374,0.0734,0.06875,0.06925,0.0629,0.06855,0.024013024,1.1307244,0.0,1.0777777,0.8707654,0.024013024,-0.0382263,-0.034166962,-0.049130764,0.905036,1.0474604,0.94229466,0.92192805,1.0777777,0.88161767,0.9769784,0.0,-31.386522,-17.515783,13.870738,6.1534596962187225,95.08667282405135,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.08667282405135,6.1534596962187225]}"
13,0.0,1.0,0.0,0.07525,0.045865186,0.06865,0.0866,0.0819,0.0776,-0.054811206,0.0813,0.07645,0.07685,0.07175,0.07415,0.022079771,1.0945455,0.0,1.0473208,0.8950404,0.022079771,-0.023809524,-0.045995496,-0.039169736,0.9234234,1.0436363,0.94634145,0.91768295,1.0473208,0.9110816,0.9684685,0.0,-31.496006,-17.143599,14.3524065,6.1534596962187225,95.1765043524633,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.1765043524633,6.1534596962187225]}"
14,0.0,1.0,0.0,0.11015,0.049797475,0.0997,0.1121,0.1045,0.10295,-0.042548243,0.11035,0.10435,0.1045,0.0977,0.1053,-0.010131712,1.1037074,0.0,1.1262782,0.91755795,-0.010131712,-0.059898965,-0.023417575,-0.026164964,0.94808346,0.9789579,0.98422563,1.0530592,1.1262782,0.9043084,1.0688986,0.0,-31.505552,-17.142168,14.363383,6.1534596962187225,95.26633588087525,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.26633588087525,6.1534596962187225]}"
15,0.0,1.0,0.0,0.04245,0.022275738,0.0406,0.06725,0.05595,0.0463,-0.18450022,0.04925,0.0451,0.04515,0.038,0.04315,-0.03307888,1.0429976,0.0,1.1141732,0.6874536,-0.03307888,-0.05531386,-0.066017315,-0.09845789,0.8189655,0.9336609,0.8260482,0.7573595,1.1141732,0.95417154,0.9148707,0.0,-31.743214,-16.709036,15.034178,6.1534596962187225,95.44599893769916,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.44599893769916,6.1534596962187225]}"
16,0.0,1.0,0.0,0.02875,0.03510351,0.0268,0.04555,0.0354,0.03075,-0.19397117,0.0327,0.03065,0.0322,0.0257,0.02985,-0.020952381,1.0687733,0.0,1.1143411,0.67360353,-0.020952381,-0.05601469,-0.04556355,-0.0894597,0.8330632,0.95539033,0.86619717,0.80985916,1.1143411,0.9289428,0.9319287,0.0,-31.340698,-18.49512,12.845579,6.1534596962187225,95.53583046611111,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.53583046611111,6.1534596962187225]}"
17,0.0,1.0,0.0,0.0161,0.069767445,0.014,0.0436,0.0293,0.0233,-0.30343798,0.025,0.0196,0.0203,0.0174,0.0176,0.10828026,1.1418439,0.0,0.92,0.5331808,0.10828026,0.03880597,-0.17370892,-0.14496315,0.74358976,1.2340425,0.792517,0.54761904,0.92,0.86419755,0.6880342,0.0,-32.418903,-19.063662,13.355242,6.1534596962187225,95.62566199452306,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.62566199452306,6.1534596962187225]}"
18,0.0,1.0,0.0,0.01105,0.047393367,0.01005,0.03645,0.0272,0.02025,-0.2857143,0.0208,0.01645,0.0159,0.01305,0.01315,0.12987013,1.0886699,0.0,0.8403042,0.55403554,0.12987013,0.082987554,-0.22533137,-0.21621622,0.6412777,1.2857143,0.7417582,0.4047619,0.8403042,0.9013453,0.54299754,0.0,-32.43431,-20.209383,12.224926,6.1534596962187225,95.715493522935,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.715493522935,6.1534596962187225]}"
19,0.0,1.0,0.0,0.01925,0.017173052,0.0186,0.0417,0.0303,0.02415,-0.2665148,0.02975,0.02495,0.02495,0.01995,0.0218,0.035019454,1.0294118,0.0,0.96009976,0.5777512,0.035019454,0.017857144,-0.15421921,-0.0952381,0.8226804,1.0668449,0.7944079,0.6332237,0.96009976,0.9612403,0.7938144,0.0,-33.19207,-19.882215,13.3098545,6.1534596962187225,95.80532505134697,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.80532505134697,6.1534596962187225]}"
20,0.0,1.0,0.0,0.015,0.06571936,0.01315,0.0453,0.0329,0.02465,-0.29521087,0.0248,0.02105,0.0206,0.019,0.0177,0.18195957,1.1320754,0.0,0.7853403,0.5429515,0.18195957,0.11764706,-0.16705883,-0.12943871,0.7676768,1.4339622,0.7469697,0.45454547,0.7853403,0.87086093,0.6060606,0.0,-33.54686,-20.646498,12.900361,6.1534596962187225,95.89515657975892,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.89515657975892,6.1534596962187225]}"
21,0.0,1.0,0.0,0.0181,0.07100592,0.0157,0.03405,0.02395,0.0186,-0.2934473,0.0218,0.01965,0.02025,0.0159,0.0182,0.006329114,1.1455696,0.0,1.13125,0.5446559,0.006329114,-0.064705886,-0.09,-0.07826087,0.85026735,1.006329,0.7733888,0.75259876,1.13125,0.86263734,0.96791446,0.0,-34.383392,-22.12811,12.255283,6.243291224630674,93.6493683694601,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.6493683694601,6.243291224630674]}"
22,0.0,1.0,0.0,0.0187,0.05203938,0.01685,0.03615,0.02625,0.0206,-0.2740088,0.0238,0.02115,0.0213,0.01705,0.0198,0.005899705,1.1032448,0.0,1.090379,0.56827587,0.005899705,-0.046153847,-0.09174312,-0.09428951,0.8236715,1.0058997,0.7817837,0.7096774,1.090379,0.8962766,0.90338165,0.0,-36.240814,-22.403044,13.8377695,6.243291224630674,93.82903142628402,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.82903142628402,6.243291224630674]}"
23,0.0,1.0,0.0,0.0257,0.06198347,0.0227,0.0385,0.03,0.0245,-0.22222222,0.0285,0.0248,0.025,0.0223,0.0234,-0.008888889,1.127193,0.0,1.1473215,0.634715,-0.008888889,-0.07083333,-0.098265894,-0.047008548,0.9065041,0.9780702,0.81395346,0.8538206,1.1473215,0.87984496,1.0447154,0.0,-35.87925,-21.711031,14.168219,6.243291224630674,93.91886295469597,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.91886295469597,6.243291224630674]}"
24,0.0,1.0,0.0,0.0842,0.028711056,0.0795,0.0878,0.0835,0.0824,-0.03172738,0.0871,0.0818,0.0827,0.0774,0.0845,-0.013384321,1.057789,0.0,1.0864516,0.9374289,-0.013384321,-0.042079207,-0.015151516,-0.03128911,0.9381818,0.9723618,0.98564595,1.007177,1.0864516,0.9430605,1.020606,0.0,-31.355349,-18.769932,12.585417,6.243291224630674,95.08667282405135,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.08667282405135,6.243291224630674]}"
25,0.0,1.0,0.0,0.0804,0.04347826,0.0737,0.076,0.0772,0.0749,-0.007289596,0.083,0.0815,0.0828,0.0697,0.0822,-0.027894003,1.0894309,0.0,1.1518625,0.9842313,-0.027894003,-0.07128581,-0.004842615,-0.035961274,0.9293333,0.9444444,0.9689521,1.0401034,1.1518625,0.91552794,1.072,0.0,-33.769577,-20.43657,13.333008,6.243291224630674,95.1765043524633,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.1765043524633,6.243291224630674]}"
26,0.0,1.0,0.0,0.0365,0.022408964,0.0349,0.054,0.0499,0.0424,-0.12033195,0.0438,0.0412,0.043,0.0355,0.0428,0.0085227275,1.0428572,0.0,1.025281,0.78373384,0.0085227275,-0.013888889,-0.011547344,-0.088575095,0.8352941,1.0142857,0.848,0.73,1.025281,0.9535519,0.85882354,0.0,-30.849895,-23.66133,7.188566,6.243291224630674,95.53583046611111,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.53583046611111,6.243291224630674]}"
27,0.0,1.0,0.0,0.0563,0.03492647,0.0525,0.0596,0.0571,0.0544,-0.045614034,0.0602,0.0563,0.0582,0.0476,0.0567,-0.04895105,1.0703422,0.0,1.1802936,0.91122276,-0.04895105,-0.08373436,-0.029940119,-0.06666667,0.8733945,0.904943,0.951049,0.98426574,1.1802936,0.93085104,1.0330275,0.0,-31.68569,-19.852926,11.832765,6.243291224630674,95.62566199452306,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.62566199452306,6.243291224630674]}"
28,0.0,1.0,0.0,0.0181,0.03133903,0.017,0.0459,0.0347,0.0269,-0.260989,0.0275,0.023,0.0223,0.0192,0.0219,0.06077348,1.0584795,0.0,0.93782383,0.5847826,0.06077348,0.029490616,-0.11336032,-0.1670282,0.7111111,1.122807,0.7729885,0.52011496,0.93782383,0.93406594,0.6703704,0.0,-32.70263,-20.13974,12.562889,6.243291224630674,95.715493522935,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.715493522935,6.243291224630674]}"
29,0.0,1.0,0.0,0.0175,0.05421687,0.0157,0.0414,0.0297,0.0234,-0.2777778,0.0253,0.0222,0.0225,0.0191,0.0201,0.09770115,1.107595,0.0,0.9114583,0.5638554,0.09770115,0.043715846,-0.11453745,-0.10117647,0.81276596,1.2088608,0.7852349,0.5872483,0.9114583,0.89204544,0.7446808,0.0,-33.86133,-20.132713,13.728614,6.243291224630674,95.89515657975892,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.89515657975892,6.243291224630674]}"
30,0.0,1.0,0.0,0.0209,0.052896727,0.0188,0.0368,0.0253,0.0199,-0.29805997,0.0217,0.0195,0.0208,0.0171,0.019,-0.04735376,1.1058201,0.0,1.2151163,0.5392954,-0.04735376,-0.1,-0.06633907,-0.075675674,0.855,0.9047619,0.78346455,0.8228347,1.2151163,0.8952381,1.045,0.0,-36.19528,-22.534397,13.66088,6.333122753042626,93.82903142628402,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.82903142628402,6.333122753042626]}"
31,0.0,1.0,0.0,0.0234,0.06122449,0.0207,0.04245,0.0305,0.02575,-0.24486804,0.029,0.02595,0.02595,0.02305,0.0245,0.053714287,1.125,0.0,1.0107992,0.60517037,0.053714287,-0.007534984,-0.08411215,-0.05532787,0.8916828,1.1081731,0.84150326,0.7647059,1.0107992,0.8808511,0.9052224,0.0,-36.19695,-22.274778,13.922169,6.333122753042626,93.91886295469597,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.91886295469597,6.333122753042626]}"
32,0.0,1.0,0.0,0.0632,0.03267974,0.0592,0.0659,0.0615,0.0589,-0.056089744,0.0658,0.0619,0.0624,0.0554,0.0606,-0.033158813,1.0657673,0.0,1.1387388,0.8924242,-0.033158813,-0.06576729,-0.04113924,-0.030621173,0.938983,0.9342327,0.95616883,1.025974,1.1387388,0.93522906,1.0711864,0.0,-33.1431,-24.040955,9.102147,6.333122753042626,95.62566199452306,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.62566199452306,6.333122753042626]}"
33,0.0,1.0,0.0,0.0242,0.09750567,0.0199,0.0473,0.0355,0.0294,-0.23337679,0.0288,0.0256,0.0257,0.0252,0.0256,0.11751663,1.21,0.0,0.95652175,0.62025315,0.11751663,0.020242915,-0.05882353,-0.07692308,0.85423726,1.26,0.8258427,0.6797753,0.95652175,0.81893003,0.82033896,0.0,-33.371624,-20.085722,13.285901,6.333122753042626,95.715493522935,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.715493522935,6.333122753042626]}"
34,0.0,1.0,0.0,0.0083,0.09210526,0.0069,0.0369,0.0241,0.0183,-0.33695653,0.0186,0.0158,0.0162,0.0133,0.0135,0.31683168,1.1857142,0.0,0.619403,0.4945946,0.31683168,0.23148148,-0.1588785,-0.15822785,0.72282606,1.9,0.75619835,0.3429752,0.619403,0.8214286,0.45108697,0.0,-31.196459,-15.18662,16.009838,6.422954281454579,93.1103791989884,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.1103791989884,6.422954281454579]}"
35,0.0,1.0,0.0,0.0152,0.051903114,0.0137,0.0349,0.0236,0.0172,-0.33973128,0.0176,0.0152,0.016,0.0154,0.0145,0.058419243,1.1014493,0.0,0.9806452,0.49142858,0.058419243,0.006535948,-0.09657321,-0.055214725,0.89017344,1.115942,0.7257384,0.6413502,0.9806452,0.89542484,0.8786127,0.0,-31.178658,-14.906303,16.272354,6.422954281454579,93.20021072740035,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.20021072740035,6.422954281454579]}"
36,0.0,1.0,0.0,0.0112,0.06666667,0.0098,0.0344,0.0241,0.0194,-0.2788104,0.0195,0.0167,0.0171,0.0144,0.0146,0.19008264,1.1313131,0.0,0.7724138,0.56231886,0.19008264,0.125,-0.14369501,-0.147929,0.73846155,1.4545455,0.8016529,0.46280992,0.7724138,0.86725664,0.574359,0.0,-31.175833,-15.215542,15.960291,6.422954281454579,93.29004225581231,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.29004225581231,6.422954281454579]}"
37,0.0,1.0,0.0,0.0105,0.071428575,0.0091,0.0332,0.0195,0.0153,-0.36907217,0.0167,0.0144,0.0156,0.013,0.0145,0.1764706,1.1413044,0.0,0.8015267,0.45945945,0.1764706,0.10638298,-0.070512824,-0.08127209,0.84415585,1.4130435,0.78061223,0.53571427,0.8015267,0.8584906,0.6818182,0.0,-44.526894,-22.980345,21.546547,6.422954281454579,93.37987378422426,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.37987378422426,6.422954281454579]}"
38,0.0,1.0,0.0,0.0154,0.08070175,0.0131,0.0365,0.023,0.017,-0.36448598,0.0194,0.0171,0.0178,0.0145,0.0165,0.050724637,1.1666666,0.0,1.0547945,0.46448088,0.050724637,-0.030100334,-0.08077995,-0.07936508,0.8479532,1.0984849,0.73593074,0.6666667,1.0547945,0.8451613,0.9005848,0.0,-36.47508,-23.557907,12.917173,6.422954281454579,93.73919989787207,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.73919989787207,6.422954281454579]}"
39,0.0,1.0,0.0,0.0359,0.011267605,0.0351,0.049,0.0448,0.0423,-0.07338445,0.0405,0.0406,0.0426,0.0376,0.0432,0.034387894,1.0198864,0.0,0.95225465,0.8615071,0.034387894,0.02312925,0.032258064,-0.05882353,0.8867925,1.0681819,0.94209355,0.7995546,0.95225465,0.975,0.8466981,0.0,-32.376694,-24.032896,8.343797,6.422954281454579,95.62566199452306,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.62566199452306,6.422954281454579]}"
40,0.0,1.0,0.0,0.019,0.07648725,0.0163,0.045,0.0284,0.0223,-0.33729568,0.0247,0.0215,0.0227,0.02,0.0203,0.101928376,1.1585366,0.0,0.94527364,0.49445677,0.101928376,0.025641026,-0.09777778,-0.05437352,0.89285713,1.2195122,0.78245616,0.6666667,0.94527364,0.85340315,0.84821427,0.0,-34.374165,-24.380571,9.993594,6.422954281454579,95.715493522935,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.715493522935,6.422954281454579]}"
41,0.0,1.0,0.0,0.0138,0.037593983,0.0128,0.0392,0.0268,0.0199,-0.32656515,0.0217,0.0188,0.019,0.0146,0.0169,0.06569343,1.0697675,0.0,0.93877554,0.5063613,0.06569343,0.028169014,-0.12435233,-0.1536232,0.73,1.1317829,0.73977697,0.51301116,0.93877554,0.92086333,0.69,0.0,-35.961147,-25.014454,10.9466915,6.422954281454579,95.80532505134697,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.80532505134697,6.422954281454579]}"
42,0.0,1.0,0.0,0.011,0.07317073,0.0095,0.0401,0.0244,0.0174,-0.3947826,0.0183,0.0155,0.016,0.0133,0.0134,0.16666667,1.1458334,0.0,0.8208955,0.43283582,0.16666667,0.09465021,-0.15457413,-0.1335505,0.76,1.3854166,0.71020406,0.4489796,0.8208955,0.8558559,0.62857145,0.0,-36.747543,-25.473852,11.273689,6.422954281454579,95.89515657975892,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.89515657975892,6.422954281454579]}"
43,0.0,1.0,0.0,0.01115,0.095823094,0.0092,0.0366,0.024,0.0169,-0.3682243,0.0169,0.0144,0.01515,0.0133,0.0131,0.18222222,1.1989248,0.0,0.83208954,0.46049047,0.18222222,0.08793456,-0.12666667,-0.119205296,0.7823529,1.4301075,0.70124483,0.4626556,0.83208954,0.81777775,0.65588236,0.0,-31.246832,-15.511168,15.735664,6.51278580986653,93.1103791989884,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.1103791989884,6.51278580986653]}"
44,0.0,1.0,0.0,0.0094,0.099415205,0.0077,0.0304,0.0178,0.0115,-0.45107397,0.0134,0.0111,0.012,0.0088,0.0103,0.06666667,1.2051282,0.0,1.0561798,0.37704918,0.06666667,-0.032967035,-0.1308017,-0.13300492,0.7586207,1.1282052,0.6424581,0.5251397,1.0561798,0.8105263,0.8103448,0.0,-31.215065,-14.873313,16.341753,6.51278580986653,93.20021072740035,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.20021072740035,6.51278580986653]}"
45,0.0,1.0,0.0,0.0128,0.04918033,0.0116,0.0333,0.0227,0.0168,-0.32934132,0.0172,0.0146,0.015,0.0127,0.0129,0.04526749,1.0940171,0.0,1.0,0.502994,0.04526749,-0.003921569,-0.14285715,-0.13898306,0.75147927,1.0854701,0.7368421,0.5614035,1.0,0.8992248,0.75739646,0.0,-31.298468,-15.751949,15.546518,6.51278580986653,93.37987378422426,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.37987378422426,6.51278580986653]}"
46,0.0,1.0,0.0,0.0365,0.04734577,0.0332,0.0525,0.0456,0.0399,-0.13636364,0.0403,0.037,0.0368,0.0352,0.0355,0.029239766,1.096096,0.0,1.0339943,0.7585551,0.029239766,-0.018131102,-0.06332454,-0.06258322,0.88,1.057057,0.8730853,0.7986871,1.0339943,0.90710384,0.9125,0.0,-32.200024,-25.154264,7.0457582,6.51278580986653,95.62566199452306,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.62566199452306,6.51278580986653]}"
47,0.0,1.0,0.0,0.0208,0.076326005,0.01785,0.04485,0.0335,0.0269,-0.25017422,0.0289,0.0233,0.02235,0.02045,0.02115,0.067885116,1.1587744,0.0,1.0121654,0.59844273,0.067885116,-0.008484849,-0.15484515,-0.13621964,0.7574074,1.1392758,0.8005952,0.61904764,1.0121654,0.85406697,0.77037036,0.0,-31.243435,-15.859921,15.383513,6.602617338278483,93.1103791989884,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.1103791989884,6.602617338278483]}"
48,0.0,1.0,0.0,0.0154,0.052991454,0.01385,0.036,0.02745,0.02035,-0.27772847,0.02085,0.01615,0.01605,0.0144,0.0144,0.019469026,1.1039426,0.0,1.0620689,0.5637119,0.019469026,-0.033557046,-0.18297872,-0.17122301,0.70415646,1.032258,0.738657,0.5589837,1.0620689,0.89354837,0.7530562,0.0,-31.22593,-15.804736,15.421193,6.602617338278483,93.20021072740035,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.20021072740035,6.602617338278483]}"
49,0.0,1.0,0.0,0.0114,0.06542056,0.01,0.0332,0.0186,0.0138,-0.41276595,0.0152,0.0129,0.0137,0.0125,0.0126,0.11111111,1.1287129,0.0,0.9047619,0.4144144,0.11111111,0.046025105,-0.09352518,-0.04942966,0.89928055,1.2376238,0.7379679,0.6096257,0.9047619,0.8695652,0.8201439,0.0,-31.085072,-15.654764,15.430307,6.602617338278483,93.29004225581231,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.29004225581231,6.602617338278483]}"
50,0.0,1.0,0.0,0.0111,0.04225352,0.0102,0.0316,0.0195,0.0155,-0.3418259,0.017,0.0151,0.0155,0.0138,0.0154,0.15,1.0776699,0.0,0.79856116,0.48895898,0.15,0.10843374,-0.049382716,-0.058020476,0.88461536,1.3398058,0.7908163,0.56632656,0.79856116,0.91071427,0.71153843,0.0,-30.687677,-15.30722,15.380457,6.602617338278483,93.37987378422426,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.37987378422426,6.602617338278483]}"
51,0.0,1.0,0.0,0.0142,0.04411765,0.013,0.0298,0.0196,0.0149,-0.33333334,0.0165,0.0148,0.0144,0.0136,0.0136,0.02255639,1.0839695,0.0,1.0364964,0.49832776,0.02255639,-0.021582734,-0.096345514,-0.045614034,0.9066667,1.038168,0.75634515,0.7208122,1.0364964,0.90909094,0.94666666,0.0,-30.750505,-15.509759,15.2407465,6.602617338278483,93.46970531263621,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.46970531263621,6.602617338278483]}"
