system:index,Aspect,Aspect_Cos,Aspect_Sin,B11,B11_B12_NormDiff,B12,B2,B3,B4,B4_B2_NormDiff,B5,B6,B7,B8,B8A,B8_B12_NormDiff,Clay_Alteration_Index,Elevation,Ferrous_Index,Iron_Oxide_Index,NBR,NDMI,NDRE,NDVI,NIR_Red_Ratio,NIR_SWIR2_Ratio,Red_Green_Ratio,SWIR_Green_Ratio,SWIR_NIR_Ratio,SWIR_Ratio,SWIR_Red_Ratio,Slope,VH,VV,VV_VH_Difference,latitude,longitude,tile,.geo
15,15.0,0.9659258,0.25881904,0.2968,0.18577707,0.2038,0.07373333,0.0982,0.1069,0.18361321,0.15845,0.22015,0.2525,0.2567,0.28465,0.11487514,1.4556155,253.0,1.1557633,1.4478555,0.11487514,-0.07244806,0.28481156,0.4119912,2.3990655,1.2589505,1.0874873,3.0193286,1.1557633,0.6864264,2.7738318,0.0,-16.276405,-9.338877,6.937528,21.604482583074493,84.30688941461709,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.30688941461709,21.604482583074493]}"
16,281.0,0.190809,-0.98162717,0.2463,0.23737754,0.1518,0.058566667,0.079,0.0832,0.1737597,0.1365,0.1999,0.2248,0.23105,0.2517,0.20700014,1.6214615,313.0,1.0655419,1.4181818,0.20700014,-0.031947207,0.29675424,0.47048527,2.7737095,1.5210665,1.0518332,3.11378,1.0655419,0.6160714,2.9567828,0.0,-15.470705,-8.591775,6.87893,21.604482583074493,84.39672094302904,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.39672094302904,21.604482583074493]}"
17,292.0,0.37460658,-0.92718387,0.2597,0.21440262,0.168,0.059525,0.08125,0.08448572,0.1733254,0.13222857,0.21344,0.24046667,0.2473,0.266,0.19094631,1.5449138,378.0,1.0497171,1.4169512,0.19094631,-0.024457594,0.3359162,0.4907212,2.9236615,1.4711481,1.038546,3.1923785,1.0497171,0.64665127,3.0702584,0.0,-15.417117,-8.711802,6.7053156,21.604482583074493,84.48655247144099,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.48655247144099,21.604482583074493]}"
18,196.0,-0.9612617,-0.27563736,0.1865,0.31430584,0.0973,0.0389125,0.0633,0.0551,0.17218456,0.1129,0.1947,0.22445,0.23123333,0.2492,0.40767047,1.9147844,387.0,0.806196,1.4123678,0.40767047,0.10708586,0.37641534,0.6151339,4.1890097,2.374059,0.8690852,2.9416404,0.806196,0.5214362,3.3786232,0.0,-14.592741,-8.083935,6.508806,21.604482583074493,84.6662155282649,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.6662155282649,21.604482583074493]}"
19,106.0,-0.27563736,0.9612617,0.2893,0.19127034,0.1964,0.0716,0.09886,0.11483333,0.23189701,0.1587,0.21485,0.23616667,0.24506667,0.2663,0.1102386,1.4722646,387.0,1.1800135,1.6015806,0.1102386,-0.08277712,0.25317648,0.36185977,2.1322505,1.2471586,1.1604015,2.9234035,1.1800135,0.6786455,2.5171113,0.0,-14.9677725,-8.456102,6.51167,21.604482583074493,84.75604705667685,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.75604705667685,21.604482583074493]}"
20,51.0,0.6293204,0.777146,0.2252,0.27836514,0.127125,0.053416666,0.076,0.068025,0.12029095,0.1261,0.21735,0.24855,0.2524,0.2729,0.33008367,1.7700924,241.0,0.89188117,1.2710993,0.33008367,0.056951422,0.3679198,0.5754077,3.7049541,1.9838868,0.8938896,2.959264,0.89188117,0.56424767,3.3056881,1.0,-13.171367,-6.607851,6.563515,21.604482583074493,84.93571011350076,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.93571011350076,21.604482583074493]}"
21,263.0,-0.12186934,-0.99254614,0.1903,0.31128338,0.09995,0.047266666,0.068675,0.057675,0.099182084,0.12345,0.22216,0.260225,0.26674,0.28693333,0.45485288,1.902049,418.0,0.71316147,1.2176285,0.45485288,0.16725013,0.39836738,0.6444369,4.6168756,2.666067,0.83860415,2.7669938,0.71316147,0.52494746,3.2938123,2.0,-13.76381,-7.4282517,6.335558,21.604482583074493,85.11537317032466,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.11537317032466,21.604482583074493]}"
22,211.0,-0.8571673,-0.5150381,0.1862,0.32103583,0.0957,0.0451,0.0691,0.0512,0.06334372,0.1146,0.2458,0.2749,0.2781,0.2974,0.48796147,1.9436326,702.0,0.66930264,1.1327434,0.48796147,0.19793238,0.44368932,0.6890373,5.4210525,2.9029229,0.7398844,2.6907516,0.66930264,0.5136876,3.6296296,1.0,-14.177762,-7.502685,6.6750774,21.604482583074493,85.20520469873661,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.20520469873661,21.604482583074493]}"
23,112.0,-0.37460658,0.92718387,0.2371,0.21309797,0.1538,0.0504,0.0697,0.0786,0.21860465,0.1316,0.188,0.2112,0.2144,0.234,0.16458446,1.5406108,591.0,1.1053613,1.5564356,0.16458446,-0.050276853,0.28008753,0.46348122,2.7242694,1.3931124,1.1260746,3.3968482,1.1053613,0.648398,3.0127065,1.0,-15.271812,-8.528928,6.742884,21.604482583074493,85.29503622714856,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.29503622714856,21.604482583074493]}"
24,14.0,0.9702957,0.2419219,0.2337,0.23863786,0.14365,0.0405,0.0631,0.06165,0.20704846,0.11705,0.19595,0.22485,0.23255,0.25035,0.23631047,1.6257391,578.0,1.0045133,1.5184729,0.23631047,-0.002466488,0.36281982,0.58089733,3.765992,1.6177391,0.97547466,3.697785,1.0045133,0.61441404,3.7846153,0.0,-13.992601,-7.5330844,6.4595165,21.604482583074493,85.38486775556052,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.38486775556052,21.604482583074493]}"
25,39.0,0.777146,0.6293204,0.18525,0.2703583,0.1064,0.0376,0.06475,0.05625,0.19872136,0.1123,0.20195,0.23255,0.2432,0.255,0.39130434,1.7394366,546.0,0.76140565,1.4920424,0.39130434,0.135255,0.38851076,0.6243112,4.3158827,2.2835681,0.8673863,2.8565922,0.76140565,0.5740491,3.287489,1.0,-14.762175,-8.139162,6.6230125,21.604482583074493,85.56453081238442,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.56453081238442,21.604482583074493]}"
26,156.0,-0.9135454,0.40673664,0.25755,0.112527,0.20545,0.07745,0.10755,0.1257,0.23750924,0.1567,0.1864,0.2018,0.2014,0.21345,-0.009954529,1.2529798,325.0,1.2781638,1.6208898,-0.009954529,-0.12234448,0.15331623,0.2314277,1.6009539,0.97981024,1.167673,2.3924756,1.2781638,0.7973996,2.0472972,0.0,-18.074448,-10.410016,7.6644306,21.604482583074493,85.92385692603223,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.92385692603223,21.604482583074493]}"
27,188.0,-0.99026805,-0.1391731,0.29125,0.18430416,0.2006,0.06385,0.0906,0.1054,0.24549483,0.15105,0.20435,0.22995,0.23685,0.2537,0.08286662,1.4511709,331.0,1.2291622,1.6481626,0.08286662,-0.103010796,0.25361335,0.38407597,2.2450237,1.1801196,1.1620728,3.2111356,1.2291622,0.68851894,2.7606635,0.0,-16.681744,-9.309094,7.37265,21.604482583074493,86.01368845444418,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01368845444418,21.604482583074493]}"
28,236.0,-0.5591929,-0.82903755,0.28215,0.17820232,0.1968,0.06485,0.08975,0.101,0.21796805,0.14945,0.1986,0.22135,0.23045,0.2465,0.07875951,1.4329609,371.0,1.2238126,1.5550424,0.07875951,-0.10085837,0.24510671,0.39055663,2.2794263,1.1703911,1.1240957,3.1402338,1.2238126,0.6972542,2.7908013,2.0,-15.977659,-8.802262,7.175397,21.604482583074493,86.10351998285613,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.10351998285613,21.604482583074493]}"
29,228.0,-0.6691306,-0.7431448,0.28005,0.16384415,0.2012,0.0735,0.0976,0.10815,0.19075145,0.15045,0.20465,0.2253,0.2315,0.24905,0.07002542,1.3912071,677.0,1.2091969,1.4694294,0.07002542,-0.094907634,0.24680851,0.36316797,2.1385682,1.1500249,1.10696,2.866428,1.2091969,0.7181867,2.587067,3.0,-16.739885,-9.319333,7.4205523,21.604482583074493,86.19335151126809,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.19335151126809,21.604482583074493]}"
30,228.0,-0.6691306,-0.7431448,0.1616,0.3256768,0.0822,0.0351,0.05215,0.03965,0.060869563,0.0861,0.18915,0.22835,0.2334,0.25115,0.47908744,1.963548,851.0,0.6920771,1.1264205,0.47908744,0.18177216,0.48939955,0.709577,5.871698,2.8359659,0.75885165,3.092823,0.6920771,0.5083488,4.0654087,1.0,-14.148177,-7.408213,6.739964,21.604482583074493,86.28318303968004,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.28318303968004,21.604482583074493]}"
31,155.0,-0.9063078,0.42261827,0.1591,0.33417192,0.0794,0.0346,0.0502,0.0365,0.026722925,0.0894,0.1949,0.2307,0.2396,0.2585,0.50219434,2.001258,947.0,0.66374636,1.0518732,0.50219434,0.20190619,0.48605922,0.73560303,6.546448,3.0138364,0.72564614,3.1630218,0.66374636,0.4987437,4.3469944,1.0,-14.053149,-7.2438655,6.8092837,21.604482583074493,86.37301456809199,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.37301456809199,21.604482583074493]}"
32,110.0,-0.34202015,0.9396926,0.2409,0.22782874,0.1515,0.0642,0.0859,0.0828,0.12653062,0.132,0.21,0.2404,0.2497,0.2681,0.2447657,1.5890502,142.0,0.9643715,1.2877139,0.2447657,0.01793722,0.34016496,0.5019549,3.0120628,1.6470976,0.96279067,2.8011627,0.9643715,0.6286307,2.9059107,3.0,-13.4993305,-6.6715174,6.827813,21.604482583074493,86.46284609650394,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.46284609650394,21.604482583074493]}"
33,104.0,-0.2419219,0.9702957,0.2807,0.20497961,0.1852,0.0729,0.0998,0.1037,0.17440544,0.1537,0.2202,0.2439,0.2514,0.2707,0.1516262,1.5148408,53.0,1.1161034,1.420548,0.1516262,-0.05506484,0.2756833,0.41593918,2.4219654,1.3567188,1.038038,2.80981,1.1161034,0.65954417,2.704239,0.0,-15.976631,-9.136344,6.840287,21.604482583074493,86.55267762491589,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.55267762491589,21.604482583074493]}"
34,110.0,-0.34202015,0.9396926,0.1816,0.24426173,0.1103,0.08,0.1053,0.1174,0.18946302,0.1478,0.2022,0.2219,0.2241,0.2275,0.340311,1.6449275,50.0,0.80999106,1.465668,0.340311,0.10475721,0.21236344,0.3124451,1.9072341,2.0298913,1.113852,1.7229601,0.80999106,0.6070446,1.5455319,0.0,-16.599192,-9.943136,6.656055,21.604482583074493,86.64250915332785,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.64250915332785,21.604482583074493]}"
35,104.0,-0.2419219,0.9702957,0.3201,0.090816155,0.2668,0.091,0.1214,0.1497,0.24387205,0.188,0.2004,0.2139,0.2199,0.2279,-0.09636326,1.1993256,35.0,1.455,1.6432492,-0.09636326,-0.18555556,0.09593652,0.18993506,1.4679573,0.8239041,1.2320988,2.634568,1.455,0.83322924,2.1368492,0.0,-22.596495,-13.178551,9.417943,21.604482583074493,86.7323406817398,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.7323406817398,21.604482583074493]}"
36,169.0,-0.98162717,0.190809,0.2676,0.19785139,0.1792,0.0705,0.1009,0.1011,0.17832167,0.1493,0.2278,0.2613,0.2666,0.2803,0.19605204,1.4924707,17.0,1.0033746,1.4320114,0.19605204,-0.001871958,0.30493483,0.45009518,2.6343873,1.4868934,1.0009902,2.649505,1.0033746,0.66940606,2.6442688,0.0,-16.418251,-9.074878,7.343374,21.604482583074493,86.82217221015175,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.82217221015175,21.604482583074493]}"
37,196.0,-0.9612617,-0.27563736,0.3749,0.08808591,0.3142,0.1144,0.1462,0.1784,0.21857923,0.2159,0.2453,0.2691,0.2754,0.2923,-0.06580733,1.1928095,25.0,1.3607986,1.5580786,-0.06580733,-0.1530063,0.1503345,0.21375056,1.5428572,0.8762329,1.2194122,2.5625427,1.3607986,0.83786666,2.10028,0.0,-19.318928,-11.607141,7.711787,21.604482583074493,86.9120037385637,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.9120037385637,21.604482583074493]}"
38,118.0,-0.46947157,0.88294756,0.2763,0.16853458,0.1966,0.0754,0.1056,0.11075,0.18990062,0.15815,0.2247,0.2538,0.25855,0.27185,0.13610898,1.4046772,22.0,1.068239,1.4668875,0.13610898,-0.033186875,0.2644186,0.40021664,2.3324313,1.3144382,1.0477767,2.614002,1.068239,0.711288,2.4925575,0.0,-16.839104,-9.946927,6.892176,21.604482583074493,87.00183526697566,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.00183526697566,21.604482583074493]}"
39,114.0,-0.40673664,0.9135454,0.305,0.18331717,0.2105,0.0883,0.1168,0.13465,0.20789415,0.1766,0.229,0.26825,0.27175,0.2803,0.12700881,1.4482431,6.0,1.1219423,1.52319,0.12700881,-0.05765063,0.22696432,0.33735237,2.0166976,1.2903609,1.1518391,2.6090677,1.1219423,0.6899377,2.2634509,0.0,-17.56752,-9.93909,7.628431,21.604482583074493,87.09166679538761,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.09166679538761,21.604482583074493]}"
40,208.0,-0.88294756,-0.46947157,0.2044,0.24520256,0.1239,0.056,0.0905,0.0839,0.19942816,0.1361,0.2284,0.271,0.2656,0.2813,0.36379975,1.6483871,6.0,0.76928866,1.4955437,0.36379975,0.13021277,0.34786776,0.51988554,3.1619048,2.1419356,0.9260486,2.2560706,0.76928866,0.605868,2.4333334,0.0,-17.649061,-10.082946,7.566116,21.604482583074493,87.18149832379956,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.18149832379956,21.604482583074493]}"
41,160.0,-0.9396926,0.34202015,0.1946,0.24623759,0.1177,0.0635,0.09,0.0819,0.12654746,0.1186,0.2494,0.2778,0.2765,0.2809,0.4028412,1.6519525,7.0,0.703543,1.2877358,0.4028412,0.17384844,0.4062578,0.54296875,3.371951,2.3471987,0.90899,2.1598225,0.703543,0.6045198,2.3731706,0.0,-16.837168,-9.698049,7.1391206,21.604482583074493,87.27132985221151,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.27132985221151,21.604482583074493]}"
42,200.0,-0.9396926,-0.34202015,0.1693,0.17651147,0.1185,0.0691,0.1057,0.1012,0.1884909,0.1407,0.2046,0.2333,0.2312,0.2497,0.32227623,1.4274874,5.0,0.73194987,1.4624277,0.32227623,0.15455681,0.27920082,0.39109507,2.2823298,1.9494097,0.95652175,1.6001891,0.73194987,0.69952774,1.6712735,0.0,-18.78935,-11.1007395,7.6886106,21.604482583074493,87.36116138062346,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.36116138062346,21.604482583074493]}"
43,152.0,-0.88294756,0.46947157,0.0258,0.14159292,0.0194,0.1038,0.1258,0.1003,-0.017148457,0.0962,0.0594,0.0586,0.0474,0.0468,0.41916168,1.323077,2.0,0.5431579,0.9653513,0.41916168,0.29508197,-0.34545454,-0.35815844,0.47211155,2.4307692,0.796664,0.20492454,0.5431579,0.74903476,0.2569721,0.0,-31.754494,-19.881327,11.873165,21.604482583074493,87.63065596585932,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.63065596585932,21.604482583074493]}"
44,180.0,-1.0,1.2246469E-16,0.0308,0.05479452,0.0276,0.1118,0.1312,0.1204,0.037037037,0.1162,0.0696,0.0722,0.0625,0.0547,0.3873474,1.1119133,0.0,0.49201277,1.0759606,0.3873474,0.3397642,-0.35985956,-0.31656644,0.5186722,2.2563176,0.916984,0.2345773,0.49201277,0.89320385,0.25560167,0.0,-31.166222,-18.765476,12.400745,21.604482583074493,87.81031902268322,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.81031902268322,21.604482583074493]}"
45,0.0,1.0,0.0,0.0331,0.07293355,0.0286,0.1176,0.1396,0.1356,0.07109005,0.1336,0.0822,0.0864,0.0743,0.0643,0.4441205,1.1533101,0.0,0.44489247,1.1520816,0.4441205,0.38361266,-0.35017687,-0.29204383,0.5475313,2.5888503,0.9706514,0.23693629,0.44489247,0.8614458,0.24392042,0.0,-31.264868,-19.248226,12.016643,21.604482583074493,87.90015055109518,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.90015055109518,21.604482583074493]}"
46,227.0,-0.6819984,-0.7313537,0.044,0.1238825,0.0343,0.1269,0.1479,0.1239,-0.011961723,0.1206,0.0843,0.0885,0.0789,0.0801,0.39399293,1.2790698,2.0,0.556962,0.9755905,0.39399293,0.2839707,-0.20179372,-0.22189349,0.6362903,2.2936046,0.83716214,0.2972973,0.556962,0.7777778,0.3548387,0.0,-31.293013,-18.881243,12.411769,21.604482583074493,88.07981360791908,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.07981360791908,21.604482583074493]}"
47,208.0,-0.88294756,-0.46947157,0.0431,0.20728292,0.0283,0.1286,0.1467,0.1169,-0.04765784,0.1131,0.0714,0.0728,0.0566,0.0571,0.33333334,1.5176057,2.0,0.7601411,0.90831393,0.33333334,0.13540623,-0.32902467,-0.34755042,0.48376068,1.9929577,0.7963215,0.29359674,0.7601411,0.6550926,0.36837608,0.0,-30.396847,-18.868097,11.528749,21.604482583074493,88.16964513633103,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.16964513633103,21.604482583074493]}"
48,152.0,-0.88294756,0.46947157,0.0289,0.14003944,0.0218,0.1192,0.1442,0.115,-0.017933391,0.1121,0.0667,0.0672,0.0585,0.055,0.4570361,1.3196347,2.0,0.49317408,0.9639564,0.4570361,0.33867276,-0.34171155,-0.32564843,0.5082537,2.671233,0.7969508,0.2002772,0.49317408,0.7517241,0.25108603,0.0,-29.853165,-19.733786,10.119378,21.604482583074493,88.34930819315494,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34930819315494,21.604482583074493]}"
49,160.0,-0.9396926,0.34202015,0.0304,0.14716981,0.0226,0.1002,0.1227,0.1023,0.01037037,0.102,0.0625,0.0637,0.055,0.0525,0.41752577,1.339207,2.0,0.55172414,1.0199401,0.41752577,0.2880562,-0.32038835,-0.3006993,0.5371094,2.4229076,0.8330619,0.247557,0.55172414,0.7409836,0.296875,0.0,-30.540075,-19.323797,11.216277,21.604482583074493,88.43913972156689,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.43913972156689,21.604482583074493]}"
50,180.0,-1.0,1.2246469E-16,0.0991,0.36126372,0.0465,0.038,0.0638,0.042,0.05,0.1039,0.2097,0.2368,0.2447,0.2584,0.6806319,2.1266093,4.0,0.40482026,1.1023622,0.6806319,0.42350203,0.42644218,0.7070108,5.8123517,5.251073,0.657277,1.5508608,0.40482026,0.46875,2.3539193,0.0,-15.417385,-9.959573,5.4578123,21.604482583074493,88.52897124997884,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.52897124997884,21.604482583074493]}"
