system:index,Aspect,Aspect_Cos,Aspect_Sin,B11,B11_B12_NormDiff,B12,B2,B3,B4,B4_B2_NormDiff,B5,B6,B7,B8,B8A,B8_B12_NormDiff,Clay_Alteration_Index,Elevation,Ferrous_Index,Iron_Oxide_Index,NBR,NDMI,NDRE,NDVI,NIR_Red_Ratio,NIR_SWIR2_Ratio,Red_Green_Ratio,SWIR_Green_Ratio,SWIR_NIR_Ratio,SWIR_Ratio,SWIR_Red_Ratio,Slope,VH,VV,VV_VH_Difference,zone_center_lat,zone_center_lon,zone_id,.geo
0,298.0,0.4694715738296509,-0.882947564125061,0.2554999887943268,0.17358747124671936,0.18209999799728394,0.049400001764297485,0.07500000298023224,0.10130000114440918,0.2806236147880554,0.13249999284744263,0.17440000176429749,0.1964000016450882,0.2143000066280365,0.2282000035047531,0.06957218796014786,1.420098900794983,1570.0,0.8699065446853638,1.7801858186721802,0.06957218796014786,-0.11096776276826859,0.25243043899536133,0.34220778942108154,2.040473699569702,1.1495487689971924,1.311475396156311,3.43796706199646,1.249637246131897,0.7041763067245483,2.673772096633911,3.0,-18.48478889465332,-10.1760835647583,8.30870532989502,25.534980113099085,91.47573991149224,INDIA_ZONE_003,"{""type"":""Point"",""coordinates"":[91.6920094162598,25.575077429830344]}"
1,109.0,-0.32556816935539246,0.9455185532569885,0.23669999837875366,0.22424866259098053,0.15000000596046448,0.030899999663233757,0.04540000110864639,0.06790000200271606,0.3488371670246124,0.10180000215768814,0.13600000739097595,0.15369999408721924,0.17399999499320984,0.18700000643730164,0.10646513104438782,1.5781457424163818,1694.0,0.8075581192970276,2.0714282989501953,0.10646513104438782,-0.1402149349451065,0.3074829876422882,0.4416433572769165,2.581939935684204,1.2383010387420654,1.3031495809555054,4.82846736907959,1.3261628150939941,0.6336550116539001,3.435999870300293,9.0,-17.93813133239746,-12.279340744018555,5.658791542053223,25.534980113099085,91.47573991149224,INDIA_ZONE_003,"{""type"":""Point"",""coordinates"":[91.58570368582993,25.54599578534228]}"
2,153.0,-0.8910065293312073,0.45399048924446106,0.2175000011920929,0.16082574427127838,0.1597999930381775,0.03449999913573265,0.05480000004172325,0.07569999992847443,0.33767926692962646,0.10509999841451645,0.14059999585151672,0.15970000624656677,0.1784999966621399,0.18729999661445618,0.06277190148830414,1.3832951784133911,1746.0,0.8818713426589966,2.0196850299835205,0.06277190148830414,-0.11030177026987076,0.25658535957336426,0.3654545545578003,2.151862382888794,1.133952260017395,1.3066037893295288,3.9761388301849365,1.247953176498413,0.7229114770889282,2.8064515590667725,7.0,-16.814115524291992,-9.518954277038574,7.295161724090576,25.534980113099085,91.47573991149224,INDIA_ZONE_003,"{""type"":""Point"",""coordinates"":[91.54287455449487,25.46345751071168]}"
3,182.0,-0.9993908405303955,-0.03489949554204941,0.21160000562667847,0.21959656476974487,0.13539999723434448,0.02800000086426735,0.04560000076889992,0.060499999672174454,0.33274179697036743,0.09549999982118607,0.15600000321865082,0.17579999566078186,0.19259999692440033,0.20350000262260437,0.12148112058639526,1.562777042388916,1740.0,0.7833559513092041,1.9973403215408325,0.12148112058639526,-0.06267444789409637,0.32665181159973145,0.4706697165966034,2.7783594131469727,1.2765588760375977,1.3017621040344238,4.370967864990234,1.133730411529541,0.6398865580558777,3.454545497894287,13.0,-16.732643127441406,-11.474926948547363,5.257716178894043,25.534980113099085,91.47573991149224,INDIA_ZONE_003,"{""type"":""Point"",""coordinates"":[91.594899439877,25.516654362404022]}"
4,180.0,-1.0,1.2246468525851679E-16,0.21359999477863312,0.25846701860427856,0.12479999661445618,0.03020000085234642,0.04859999939799309,0.05260000005364418,0.2460937350988388,0.09719999879598618,0.19380000233650208,0.22200000286102295,0.23600000143051147,0.25429999828338623,0.2812219262123108,1.697115421295166,1727.0,0.5610098242759705,1.6528496742248535,0.2812219262123108,0.024170873686671257,0.4189300537109375,0.6266173720359802,4.356435298919678,1.7825000286102295,1.0373831987380981,4.2765960693359375,0.9527991414070129,0.5892351269721985,3.937262535095215,16.0,-14.826706886291504,-8.830717086791992,5.9959893226623535,25.534980113099085,91.47573991149224,INDIA_ZONE_003,"{""type"":""Point"",""coordinates"":[91.37041308159706,25.63541829462383]}"
5,298.0,0.4694715738296509,-0.882947564125061,0.24250000715255737,0.1967111974954605,0.16009999811649323,0.04809999838471413,0.06849999725818634,0.09179999679327011,0.2868404984474182,0.12359999865293503,0.16910000145435333,0.18979999423027039,0.2061000019311905,0.2126999944448471,0.15818893909454346,1.4897645711898804,1610.0,0.7268339395523071,1.8044217824935913,0.15818893909454346,-0.06707458198070526,0.2749922275543213,0.38540950417518616,2.254199266433716,1.375830054283142,1.1847506761550903,3.47924542427063,1.143794059753418,0.6712470054626465,2.739081859588623,3.0,-16.626327514648438,-10.650985717773438,5.975342273712158,25.534980113099085,91.47573991149224,INDIA_ZONE_003,"{""type"":""Point"",""coordinates"":[91.64219784780356,25.37587070205911]}"
6,64.0,0.4383711516857147,0.8987940549850464,0.188400000333786,0.2899889051914215,0.10970000177621841,0.02280000038444996,0.049800001084804535,0.036400001496076584,0.23341524600982666,0.10409999638795853,0.21699999272823334,0.24799999594688416,0.2590999901294708,0.2732999920845032,0.4368988573551178,1.8168574571609497,1603.0,0.3918864130973816,1.6089744567871094,0.4368988573551178,0.15868189930915833,0.4492529630661011,0.7345739603042603,6.535055160522461,2.551759719848633,0.7770897746086121,3.824324369430542,0.7260992527008057,0.5504009127616882,4.985835552215576,10.0,-15.611579895019531,-8.469043731689453,7.142536163330078,25.534980113099085,91.47573991149224,INDIA_ZONE_003,"{""type"":""Point"",""coordinates"":[91.3811470649941,25.52679033110354]}"
7,270.0,-1.8369701465288538E-16,-1.0,0.29030001163482666,0.14670658111572266,0.21690000593662262,0.06459999829530716,0.09319999814033508,0.12080000340938568,0.2802768051624298,0.15770000219345093,0.21729999780654907,0.2361000031232834,0.2567000091075897,0.26829999685287476,0.10736194998025894,1.3438596725463867,1818.0,0.806094229221344,1.7788461446762085,0.10736194998025894,-0.058845434337854385,0.2504061162471771,0.35667020082473755,2.108825445175171,1.2405498027801514,1.2138866186141968,3.010089635848999,1.1250494718551636,0.7441253066062927,2.361754894256592,4.0,-17.66472816467285,-9.330764770507812,8.333963394165039,25.534980113099085,91.47573991149224,INDIA_ZONE_003,"{""type"":""Point"",""coordinates"":[91.67005901989067,25.54649149762356]}"
8,223.0,-0.7313537001609802,-0.6819983720779419,0.19660000503063202,0.21404242515563965,0.12610000371932983,0.03359999880194664,0.04910000041127205,0.059700001031160355,0.2788461446762085,0.09309999644756317,0.14820000529289246,0.16689999401569366,0.1873999983072281,0.19259999692440033,0.18516044318675995,1.5446666479110718,1517.0,0.6875352263450623,1.7733333110809326,0.18516044318675995,-0.01249290257692337,0.3452979326248169,0.4858853816986084,2.890183210372925,1.4544708728790283,1.0466970205307007,4.086124420166016,1.0253019332885742,0.6473888754844666,3.3357772827148438,4.0,-15.557160377502441,-9.739248275756836,5.817912578582764,25.534980113099085,91.47573991149224,INDIA_ZONE_003,"{""type"":""Point"",""coordinates"":[91.3257265133001,25.518879624033524]}"
9,203.0,-0.9205048680305481,-0.3907311260700226,0.14550000429153442,0.3156649172306061,0.07329999655485153,0.01730000041425228,0.03180000185966492,0.026100000366568565,0.1655011922121048,0.06880000233650208,0.1590999960899353,0.18880000710487366,0.2094999998807907,0.21410000324249268,0.4868701100349426,1.9225448369979858,1544.0,0.34510740637779236,1.3966481685638428,0.4868701100349426,0.19613583385944366,0.530236005783081,0.7820572853088379,8.176724433898926,2.897648572921753,0.8333333730697632,4.563583850860596,0.6720508933067322,0.5201439261436462,5.399360656738281,16.0,-14.290505409240723,-8.505215644836426,5.785290241241455,25.534980113099085,91.47573991149224,INDIA_ZONE_003,"{""type"":""Point"",""coordinates"":[91.56671016887498,25.392537485726056]}"
