system:index,Aspect,Aspect_Cos,Aspect_Sin,B11,B11_B12_NormDiff,B12,B2,B3,B4,B4_B2_NormDiff,B5,B6,B7,B8,B8A,B8_B12_NormDiff,Clay_Alteration_Index,Elevation,Ferrous_Index,Iron_Oxide_Index,NBR,NDMI,NDRE,NDVI,NIR_Red_Ratio,NIR_SWIR2_Ratio,Red_Green_Ratio,SWIR_Green_Ratio,SWIR_NIR_Ratio,SWIR_Ratio,SWIR_Red_Ratio,Slope,VH,VV,VV_VH_Difference,zone_center_lat,zone_center_lon,zone_id,.geo
10,199.0,-0.9455185532569885,-0.32556816935539246,0.23489999771118164,0.13971064984798431,0.1785999983549118,0.06800000369548798,0.09220000356435776,0.09969999641180038,0.20332574844360352,0.13699999451637268,0.20900000631809235,0.24390000104904175,0.24740000069141388,0.2621999979019165,0.1609589010477066,1.3247991800308228,386.0,0.7227138876914978,1.5104364156723022,0.1609589010477066,0.019497407600283623,0.3106723427772522,0.40830859541893005,2.380140542984009,1.3836734294891357,1.1462799310684204,2.7505855560302734,0.9617509245872498,0.7548313736915588,2.3558011054992676,1.0,-16.742101669311523,-9.496376037597656,7.245726585388184,10.99104336032104,77.03025223303315,INDIA_ZONE_002,"{""type"":""Point"",""coordinates"":[77.0351495368413,11.125837207545562]}"
11,146.0,-0.8290375471115112,0.5591928958892822,0.17059999704360962,0.22564102709293365,0.10989999771118164,0.05559999868273735,0.07370000332593918,0.06909999996423721,0.10850898176431656,0.10360000282526016,0.1875,0.22859999537467957,0.22930000722408295,0.243599995970726,0.3417036235332489,1.582781434059143,382.0,0.4906421899795532,1.2434325218200684,0.3417036235332489,0.130217045545578,0.38497433066368103,0.5292291641235352,3.248351573944092,2.0381453037261963,0.9486803412437439,2.479099750518799,0.7695716023445129,0.6317991614341736,2.539412498474121,5.0,-14.593690872192383,-7.448462009429932,7.145229339599609,10.99104336032104,77.03025223303315,INDIA_ZONE_002,"{""type"":""Point"",""coordinates"":[77.11560450769109,10.8317386275419]}"
12,270.0,-1.8369701465288538E-16,-1.0,0.3968000113964081,0.15842613577842712,0.2930999994277954,0.09049999713897705,0.12349999696016312,0.19419999420642853,0.3336435556411743,0.2313999980688095,0.24969999492168427,0.27390000224113464,0.2825999855995178,0.3012999892234802,0.0011927022133022547,1.3764996528625488,374.0,0.9976174235343933,2.001396656036377,0.0011927022133022547,-0.1605067402124405,0.13224637508392334,0.19043760001659393,1.4704704284667969,1.0023882389068604,1.5319838523864746,3.202735185623169,1.3823895454406738,0.7264803647994995,2.0445640087127686,1.0,-22.50944709777832,-13.983094215393066,8.52635383605957,10.99104336032104,77.03025223303315,INDIA_ZONE_002,"{""type"":""Point"",""coordinates"":[77.24475672354986,11.03042908393084]}"
13,199.0,-0.9455185532569885,-0.32556816935539246,0.3734000027179718,0.1623813807964325,0.26980000734329224,0.08649999648332596,0.11129999905824661,0.15150000154972076,0.2190120816230774,0.19210000336170197,0.23019999265670776,0.25839999318122864,0.26969999074935913,0.2971000075340271,-0.014556844718754292,1.3877215385437012,402.0,1.0295437574386597,1.5608590841293335,-0.014556844718754292,-0.1693822145462036,0.18662486970424652,0.24194283783435822,1.638323426246643,0.9713040590286255,1.3045326471328735,3.3447723388671875,1.4078463315963745,0.7206056714057922,2.4730796813964844,1.0,-18.352231979370117,-10.644584655761719,7.707647323608398,10.99104336032104,77.03025223303315,INDIA_ZONE_002,"{""type"":""Point"",""coordinates"":[77.16340086560477,10.813871681552078]}"
14,101.0,-0.1908089965581894,0.9816271662712097,0.24539999663829803,0.13771454989910126,0.1859000027179718,0.066600002348423,0.09030000120401382,0.10509999841451645,0.19786810874938965,0.14180000126361847,0.20579999685287476,0.23000000417232513,0.22750000655651093,0.25099998712539673,0.08850208669900894,1.3194174766540527,427.0,0.8373873829841614,1.4933555126190186,0.08850208669900894,-0.03685210645198822,0.2542729377746582,0.3603164851665497,2.1265461444854736,1.1941903829574585,1.1523256301879883,2.761664628982544,1.076524257659912,0.7579101920127869,2.3472883701324463,2.0,-16.18437385559082,-8.502190589904785,7.682182312011719,10.99104336032104,77.03025223303315,INDIA_ZONE_002,"{""type"":""Point"",""coordinates"":[77.06167582819248,10.917067610160167]}"
15,46.0,0.6946583986282349,0.7193397879600525,0.3986999988555908,0.1843114048242569,0.2766000032424927,0.09589999914169312,0.13289999961853027,0.19189999997615814,0.33356496691703796,0.23909999430179596,0.275299996137619,0.30329999327659607,0.3111000061035156,0.3337000012397766,0.07091988623142242,1.4519160985946655,395.0,0.8675533533096313,2.0010428428649902,0.07091988623142242,-0.11143197119235992,0.14395201206207275,0.21236871182918549,1.5392591953277588,1.1526669263839722,1.4644091129302979,2.9208791255950928,1.2508125305175781,0.6887450218200684,2.0259146690368652,1.0,-19.91065216064453,-12.129668235778809,7.780984878540039,10.99104336032104,77.03025223303315,INDIA_ZONE_002,"{""type"":""Point"",""coordinates"":[77.05044718109663,11.100531227405723]}"
16,90.0,6.123234262925839E-17,1.0,0.2687999904155731,0.12243254482746124,0.2004999965429306,0.07400000095367432,0.09969999641180038,0.12120000272989273,0.2488141655921936,0.16220000386238098,0.23899999260902405,0.27059999108314514,0.27639999985694885,0.29330000281333923,0.12822812795639038,1.2790271043777466,366.0,0.7726911306381226,1.66245698928833,0.12822812795639038,0.005863938946276903,0.2612958252429962,0.3650349974632263,2.149779796600342,1.2941781282424927,1.2096909284591675,2.6517601013183594,0.9883404970169067,0.7818442583084106,2.144181966781616,1.0,-15.313719749450684,-8.143150329589844,7.17056941986084,10.99104336032104,77.03025223303315,INDIA_ZONE_002,"{""type"":""Point"",""coordinates"":[77.0045298899577,10.899351769447547]}"
17,333.0,0.8910065293312073,-0.45399048924446106,0.37139999866485596,0.0955631360411644,0.3125999867916107,0.08240000158548355,0.11410000175237656,0.16699999570846558,0.2910798490047455,0.20020000636577606,0.21860000491142273,0.24160000681877136,0.2531999945640564,0.26840001344680786,-0.10587369650602341,1.2113207578659058,422.0,1.2368204593658447,1.8211921453475952,-0.10587369650602341,-0.2031250149011612,0.1295253485441208,0.17967070639133453,1.4380453824996948,0.8085247874259949,1.4170966148376465,3.194042444229126,1.5098040103912354,0.8255451917648315,2.195462465286255,2.0,-18.43130111694336,-12.016660690307617,6.4146409034729,10.99104336032104,77.03025223303315,INDIA_ZONE_002,"{""type"":""Point"",""coordinates"":[77.20279867814405,10.966852331248818]}"
18,180.0,-1.0,1.2246468525851679E-16,0.2768000066280365,0.1733824461698532,0.19439999759197235,0.0738999992609024,0.10209999978542328,0.11400000005960464,0.20173324644565582,0.16300000250339508,0.24860000610351562,0.28189998865127563,0.2890999913215637,0.3028999865055084,0.1728728860616684,1.4194985628128052,409.0,0.7052146196365356,1.5054281949996948,0.1728728860616684,0.04584626480937004,0.29456669092178345,0.4240969717502594,2.472806930541992,1.4180079698562622,1.131455421447754,2.703125,0.9123269319534302,0.7044740915298462,2.3078739643096924,0.0,-16.662559509277344,-9.54316234588623,7.119397163391113,10.99104336032104,77.03025223303315,INDIA_ZONE_002,"{""type"":""Point"",""coordinates"":[77.01071150442097,10.95098598603065]}"
19,158.0,-0.9271838665008545,0.37460657954216003,0.14900000393390656,0.3215077817440033,0.0763000026345253,0.051100000739097595,0.06989999860525131,0.0551999993622303,0.02222224324941635,0.10220000147819519,0.2012999951839447,0.2549999952316284,0.25619998574256897,0.27250000834465027,0.5286232829093933,1.9477125406265259,337.0,0.3083668053150177,1.0454546213150024,0.5286232829093933,0.2512163817882538,0.44542163610458374,0.6330549120903015,4.450406551361084,3.2428910732269287,0.8046875,2.258852243423462,0.5984445810317993,0.5134227871894836,2.8267223834991455,3.0,-14.420445442199707,-6.694057941436768,7.726387023925781,10.99104336032104,77.03025223303315,INDIA_ZONE_002,"{""type"":""Point"",""coordinates"":[77.07213087125582,10.787730988560435]}"
20,0.0,1.0,0.0,0.2903999984264374,0.07607730478048325,0.250900000333786,0.11990000307559967,0.14429999887943268,0.1695999950170517,0.16058394312858582,0.20640000700950623,0.2395000010728836,0.2563999891281128,0.25189998745918274,0.272599995136261,0.0038144998252391815,1.164683222770691,426.0,0.9923999905586243,1.3826086521148682,0.0038144998252391815,-0.07252912223339081,0.14068284630775452,0.1893395185470581,1.467124104499817,1.0076582431793213,1.1376903057098389,1.985148549079895,1.1564019918441772,0.8586025238037109,1.7295598983764648,0.0,-15.961092948913574,-5.2426652908325195,10.718427658081055,10.99104336032104,77.03025223303315,INDIA_ZONE_002,"{""type"":""Point"",""coordinates"":[76.97142764019253,11.042724445963712]}"
21,279.0,0.15643446147441864,-0.9876883625984192,0.3456000089645386,0.05989537760615349,0.3107999861240387,0.10909999907016754,0.1454000025987625,0.18860000371932983,0.2525096535682678,0.21879999339580536,0.2451999932527542,0.26260000467300415,0.26269999146461487,0.2777999937534332,-0.0762200802564621,1.12742280960083,413.0,1.16501784324646,1.6756198406219482,-0.0762200802564621,-0.13710090517997742,0.09810387343168259,0.14134036004543304,1.3292115926742554,0.8583559393882751,1.2737293243408203,2.390410900115967,1.3177680969238281,0.8869786858558655,1.81202232837677,3.0,-15.664382934570312,-8.607139587402344,7.0572428703308105,10.99104336032104,77.03025223303315,INDIA_ZONE_002,"{""type"":""Point"",""coordinates"":[77.00854514664476,10.959864455292085]}"
22,0.0,1.0,0.0,0.15719999372959137,0.24948109686374664,0.08919999748468399,0.053300000727176666,0.06520000100135803,0.056699998676776886,0.04030710458755493,0.09629999846220016,0.18000000715255737,0.21529999375343323,0.21610000729560852,0.23309999704360962,0.3724682629108429,1.6648229360580444,292.0,0.4572286009788513,1.0839999914169312,0.3724682629108429,0.1511661261320114,0.39945653080940247,0.565697431564331,3.6050846576690674,2.187089681625366,0.8900929093360901,2.3015074729919434,0.7373687028884888,0.600664496421814,2.5415823459625244,0.0,-14.346475601196289,-7.179215908050537,7.167259216308594,10.99104336032104,77.03025223303315,INDIA_ZONE_002,"{""type"":""Point"",""coordinates"":[76.96805069615561,10.831809037543648]}"
23,270.0,-1.8369701465288538E-16,-1.0,0.2069000005722046,0.2087281346321106,0.13359999656677246,0.06440000236034393,0.07689999788999557,0.0737999975681305,0.07154468446969986,0.11710000038146973,0.2168000042438507,0.25110000371932983,0.2574999928474426,0.2720000147819519,0.2917892336845398,1.5275763273239136,297.0,0.5482401847839355,1.1541155576705933,0.2917892336845398,0.10474893450737,0.3685179650783539,0.5340805649757385,3.2925877571105957,1.824018120765686,0.9137930870056152,2.509964942932129,0.8103660941123962,0.6546317934989929,2.829850673675537,3.0,-16.2799129486084,-9.266587257385254,7.013326644897461,10.99104336032104,77.03025223303315,INDIA_ZONE_002,"{""type"":""Point"",""coordinates"":[76.94053094189633,10.838801148237884]}"
24,34.0,0.8290375471115112,0.5591928958892822,0.3195500075817108,0.18812479078769684,0.21875,0.06650000065565109,0.09894999861717224,0.12524999678134918,0.3120266795158386,0.17765000462532043,0.25189998745918274,0.2777000069618225,0.29224997758865356,0.30834999680519104,0.1464170515537262,1.463435411453247,603.0,0.7445676326751709,1.907102108001709,0.1464170515537262,-0.03169113025069237,0.27358636260032654,0.39544838666915894,2.308239698410034,1.343069076538086,1.280417799949646,3.234262228012085,1.0654566287994385,0.6833257079124451,2.565577983856201,3.0,-16.360666275024414,-10.810497283935547,5.550168037414551,10.99104336032104,77.03025223303315,INDIA_ZONE_002,"{""type"":""Point"",""coordinates"":[76.83732909980766,11.069612775947448]}"
25,134.0,-0.6946583986282349,0.7193397879600525,0.30809998512268066,0.09117837995290756,0.2621000111103058,0.1046999990940094,0.12240000069141388,0.14159999787807465,0.08913308382034302,0.1712000072002411,0.22349999845027924,0.2460000067949295,0.2535000145435333,0.2703000009059906,0.01198663655668497,1.2006518840789795,347.0,0.976310670375824,1.1957104206085205,0.01198663655668497,-0.08704132586717606,0.19184193015098572,0.25993579626083374,1.7024682760238647,1.0242640972137451,1.1091030836105347,2.4307150840759277,1.190679669380188,0.8328809142112732,2.145543098449707,3.0,-16.63147735595703,-10.16098403930664,6.470492362976074,10.99104336032104,77.03025223303315,INDIA_ZONE_002,"{""type"":""Point"",""coordinates"":[76.98438931225392,10.879593026695993]}"
